token,token_address,buy_sig,sell_sig,buy_time,sell_time,buy_slot,sell_slot,slot_diff,hold_seconds,hold_days,buy_amount,sell_amount,amount_traded,cost,proceeds,cost_per_token,proceeds_per_token,profit,cost_token,proceeds_token,pnl_pct
5Vys8Twy,5Vys8Twy...Pppump,2opMHSDj...,3ZbJiky6...,2025-10-14 03:46:03,2025-10-14 03:46:35,373171192,373171275,83,32,0.00037037037037037035,619561.943703,619561.943703,619561.943703,0.19996875,0.18547789,3.2275828435301573e-07,2.993694042785054e-07,-0.014490859999999984,So111111,So111111,-7.246562275355517
8FatLjkE,8FatLjkE...7tpump,2i41SBXN...,25zdXYLq...,2025-10-14 18:41:34,2025-10-14 19:55:01,373306566,373317681,11115,4407,0.051006944444444445,400497.054927,400497.054927,400497.054927,0.19997120000000002,0.439982015,4.993075418156308e-07,1.0985898887076637e-06,0.24001081500000002,So111111,So111111,120.0226907674705
2PXn2JAE,2PXn2JAE...XkJ6sP,5qprd8WU...,5zh7AbfY...,2025-10-14 23:37:01,2025-10-14 23:37:45,373351211,373351320,109,44,0.0005092592592592592,762132.394266,762132.394266,762132.394266,0.19996875,0.192346362,2.6238059358779436e-07,2.523791974296622e-07,-0.007622388000000029,So111111,So111111,-3.811789592123782
2PXn2JAE,2PXn2JAE...XkJ6sP,N8TYSZGn...,33JjwafS...,2025-10-14 23:37:51,2025-10-14 23:38:00,373351336,373351358,22,9,0.00010416666666666667,1004814.428155,1004814.428155,1004814.428155,0.19996875,0.177424867,1.990106276311882e-07,1.7657476050157883e-07,-0.022543883000000008,So111111,So111111,-11.27370301609627
3TFyKr4B,3TFyKr4B...Q3pump,4JsedUYH...,Ergq7w8v...,2025-10-14 23:58:44,2025-10-14 23:59:31,373354500,373354620,120,47,0.0005439814814814814,1132469.044243,1132469.044243,1132469.044243,0.19996875,0.370535904,1.765776742565792e-07,3.2719296468512753e-07,0.170567154,So111111,So111111,85.2969046413502
88fu6DvF,88fu6DvF...d1pump,5f9bNVVA...,2LepK1ZX...,2025-10-15 00:18:46,2025-10-15 00:19:10,373357501,373357562,61,24,0.0002777777777777778,171340.364999,171340.364999,171340.364999,0.19997120000000002,0.171303347,1.1670991829693318e-06,9.997839505069327e-07,-0.028667853000000007,So111111,So111111,-14.33599088268711
88fu6DvF,88fu6DvF...d1pump,2mSYbi9w...,4odSa3Sp...,2025-10-15 00:19:48,2025-10-15 00:23:05,373357656,373358158,502,197,0.0022800925925925927,323724.852267,323724.852267,323724.852267,0.19997120000000002,0.182548055,6.177196424668344e-07,5.638987977649581e-07,-0.017423145000000057,So111111,So111111,-8.712827147109214
CSTYc19H,CSTYc19H...aXpump,2fqHbSdK...,4ZVZ5KYe...,2025-10-15 00:19:10,2025-10-15 00:19:49,373357563,373357658,95,39,0.00045138888888888887,528558.061043,528558.061043,528558.061043,0.19996875,0.149574504,3.783288246619549e-07,2.829859480429561e-07,-0.050394246,So111111,So111111,-25.201060665729013
8Qvq2kfe,8Qvq2kfe...gKpump,3sBKyTVh...,512Ufswx...,2025-10-15 00:27:47,2025-10-15 00:34:32,373358875,373359893,1018,405,0.0046875,627742.944503,627742.944503,627742.944503,0.19996875,0.201116094,3.185519674113109e-07,3.203796964364589e-07,0.001147344000000013,So111111,So111111,0.5737616502578646
De65tywA,De65tywA...E5pump,2eb52HgB...,34VN2wUe...,2025-10-15 00:40:37,2025-10-15 00:41:06,373360810,373360884,74,29,0.0003356481481481481,1383174.412806,1383174.412806,1383174.412806,0.19996875,0.171932281,1.4457233169483668e-07,1.2430267608204715e-07,-0.02803646900000001,So111111,So111111,-14.02042519143617
CizLY8Ya,CizLY8Ya...pLpump,53MJrEgz...,61nipfJa...,2025-10-17 02:47:15,2025-10-17 02:48:34,373814954,373815150,196,79,0.0009143518518518518,169829.505265,169829.505265,169829.505265,0.19997120000000002,0.120728804,1.1774820852711504e-06,7.108823864947151e-07,-0.07924239600000003,So111111,So111111,-39.626904274215505
CizLY8Ya,CizLY8Ya...pLpump,2hXzJSVE...,4NVFagyE...,2025-10-17 02:49:10,2025-10-17 02:56:48,373815242,373816409,1167,458,0.005300925925925926,267456.857577,267456.857577,267456.857577,0.19997120000000002,0.124622247,7.476764731763474e-07,4.6595270777127727e-07,-0.07534895300000001,So111111,So111111,-37.679902405946464
CizLY8Ya,CizLY8Ya...pLpump,46ybwHoT...,3qgWy3xg...,2025-10-17 03:11:38,2025-10-17 03:46:09,373818652,373823879,5227,2071,0.02396990740740741,388464.544103,388464.544103,388464.544103,0.19997120000000002,0.142523653,5.147733635813577e-07,3.66889733345163e-07,-0.057447547000000015,So111111,So111111,-28.727910319085957
Dr4eEBxP,Dr4eEBxP...Mupump,fYNy9zd5...,t3jmQEax...,2025-10-17 03:59:36,2025-10-17 04:11:38,373825900,373827725,1825,722,0.008356481481481482,123635.601932,123635.601932,123635.601932,0.19997355000000003,0.119821754,1.6174430898147456e-06,9.691525105034258e-07,-0.08015179600000001,So111111,So111111,-40.081198738533175
